Licence,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Field,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Substance Released 1,Volume Released 1,Volume Recovered 1
0356818,OUTPOST,Vertical,IRETON FM,ROYAL UPPER MANNVILLE F,ROYAL,,20060708,820,0,100/14-32-052-15W4/03,20060721,CAMARO DRILLING LTD.,2,,20110301,Suspended Gas,333.55,328.2,PRIMARY,,657,655,750.97,GLAUCONITIC SS,31643.768,UPPER MANNVILLE F,,140,AB5,Lloydminster,0,4555.081,0,,0,724.2,20060720,657.8,234.89,,12.06,54.47,,11.17,40.5,9.39,,0,0,,,,,,4,0,,5197.1,183533.86,,0,Drilling Mud  (Water Based),5,5
0356818,OUTPOST,Vertical,IRETON FM,,ROYAL,,20060708,820,0,100/14-32-052-15W4/00,20060721,CAMARO DRILLING LTD.,,,,Abandoned Zone,333.55,328.2,PRIMARY,,,,750.97,GLAUCONITIC SS,,,,140,AB5,Lloydminster,,,,,,,20060720,657.8,,,,,,,,,,,,,,,,,4,,,,,,,Drilling Mud  (Water Based),5,5
0356818,OUTPOST,Vertical,IRETON FM,ROYAL VIKING I,ROYAL,,20060708,820,0,100/14-32-052-15W4/04,20060721,CAMARO DRILLING LTD.,1,,20120801,Suspended Gas,333.55,328.2,PRIMARY,,614.5,613.5,750.97,GLAUCONITIC SS,6704.9155,VIKING I,,140,AB5,Lloydminster,0,6.2898107,0,,0,1,20060720,657.8,211.91,,0.13,44.45,,0.21,36.54,7.66,,0,0,,,,,,4,0,,1101.2,38888.51,,0,Drilling Mud  (Water Based),5,5
0125696,OUTPOST,Vertical,BANFF FM,,PADDLE RIVER,,19870201,1508.5,0,100/16-36-057-08W5/00,19870210,PRECISION DRILLING CORPORATION,11,,,Abandoned,-17.5,718.7,PRIMARY,,1474.6,1464,1484,BANFF FM,,,,BWL,AB5,Drayton Valley/Grande Prairie,,,,20090328,,,19870206,697.8,,,,,,,,,,,,,,,,,6,,,,,,,Salt/Produced Water,50,
0147642,OUTPOST,Vertical,LEDUC FM,,KAYBOB SOUTH,,19910127,2884.4,0,100/05-34-058-17W5/02,19910305,GOLDEN PRAIRIE ENERGY LTD.,,,,Abandoned,506.1,510.3,PRIMARY,,,,2822.5,BLUERIDGE MBR,,,YES,BWL,AB2,Drayton Valley/Grande Prairie,,,,20121108,,,19910227,1011.4,,,,,,,,,,,,,,,,,11,,,,,,,Gas Production (Raw),20,
0147642,OUTPOST,Vertical,LEDUC FM,KAYBOB SOUTH BLUERIDGE E,KAYBOB SOUTH,,19910127,2884.4,0,100/05-34-058-17W5/00,19910305,GOLDEN PRAIRIE ENERGY LTD.,34,,19990801,Abandoned Zone Gas,506.1,510.3,PRIMARY,,2874,2840,2822.5,BLUERIDGE MBR,246091.47,BLUERIDGE E,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,47.17358,0,20121108,0,7.5,19910227,1011.4,2885.83,,1.61,171.81,,0.8,497.56,29.62,,0,0,,,,,,11,0,,40417.5,1427330.5,,0,Gas Production (Raw),20,
0162537,OUTPOST,Vertical,KASKAPAU FM,,KAKWA,,19931124,1983,0,100/14-15-062-05W6/00,19931207,COMMAND DRILLING INC,,,,Abandoned,293.51,757,PRIMARY,,,,1936.5,CARDIUM SD,,,YES,BWL,AB2,Drayton Valley/Grande Prairie,,,,20021219,,,19931204,1046,,,,,,,,,,,,,,,,,2,,,,,,,Crude Oil,1,1
0133017,NEW POOL WILDCAT,Deviated,PUSKWASKAU FM,KAKWA COMMINGLED POOL 040,KAKWA,,19880326,1902,1901.89,100/15-13-062-08W6/00,19880416,GEOSEARCH DRILLING LTD.,4,,20190501,Suspended Gas,527.32,736.3,PRIMARY,,1859,1855,1847,CHINOOK MBR,663464.06,EDMONTON A,YES,BWL,AB2,Drayton Valley/Grande Prairie,0,6900.5513,0,,0,1097.1,19880412,1259.4,1426.14,,1.46,83.98,,0.22,247.16,14.65,0.17,212.59561,0,,,,,,1,33.8,,108930.9,3846858.5,1.27,0,Hydrotest Fluids (Methanol),2,1
0020039,NEW FIELD WILDCAT,Vertical,,VIKING-KINSELLA D-2 D,VIKING-KINSELLA,,19601211,778.8,0,100/06-32-049-11W4/00,,,3,,20061001,Abandoned Gas,448,225.9,PRIMARY,,726.9,723.9,759,IRETON FM,1650024.9,D-2 D,,BWL,AB4,Medicine Hat,0,23428.916,0,20101214,0,3724.9,19601215,670.6,2049.68,,0.35,40.42,,42,353.39,6.97,,0,0,,,,,,5,0,,270996.3,9570144,,0,Crude Oil,0.1,
0015221,DEVELOPMENT,Deviated,,STURGEON LAKE SOUTH D-3,STURGEON LAKE SOUTH,INDUSTRIAL,19580525,2630.4,2630.08,100/04-21-069-22W5/00,,,6,20211201,19841001,Waste Industrial,190.29,507.4,PRIMARY,Ib,2614.3,2608.8,2599.3,LEDUC FM,272174.28,D-3,,BWL,AB5,Drayton Valley/Grande Prairie,0,130719.88,236511.34,,37602.3,20782.8,19580709,693.7,165.99,213.44,38.41,3.19,7.63,16.62,242.06,8.18,,0,1352956.8,0,6483,24,21363,88,5,0,0,5857.2,206845.06,,8509842,Crude Oil,10,10
0110757,DEVELOPMENT,Vertical,MONTNEY FM,VALHALLA DOIG D,VALHALLA,,19841121,2122,0,100/06-18-074-08W6/00,19841221,BETA WELL SERVICE INC,16,,20040601,Abandoned Crude Oil,307.43,432.2,PRIMARY,,2049.5,2034,2091,MONTNEY FM,1216336.9,DOIG D,YES,BWL,AB7,Drayton Valley/Grande Prairie,0,483.05746,161068.22,20180124,25607.8,76.8,19841216,735.2,453.46,155.67,9.34,1718.94,21.59,0.36,233.85,317.96,,0,0,,1010,11,22034,67,6,0,,173314.9,6120558,,0,Crude Oil,2,2
0110757,DEVELOPMENT,Vertical,MONTNEY FM,VALHALLA DOIG D,VALHALLA,,19841121,2122,0,100/06-18-074-08W6/00,19841221,BETA WELL SERVICE INC,16,,20040601,Abandoned Crude Oil,307.43,432.2,PRIMARY,,2049.5,2034,2091,MONTNEY FM,1216336.9,DOIG D,YES,BWL,AB7,Drayton Valley/Grande Prairie,0,483.05746,161068.22,20180124,25607.8,76.8,19841216,735.2,453.46,155.67,9.34,1718.94,21.59,0.36,233.85,317.96,,0,0,,1010,11,22034,67,6,0,,173314.9,6120558,,0,Crude Oil,12,10
0370968,OTHER,Vertical,WABAMUN GRP,,SEAL,,20070120,1450,0,100/11-07-082-15W5/00,20070126,BEAVER DRILLING LTD.,,,,Abandoned Zone,559.61,167.4,PRIMARY,Ib,,,,,,,YES,280,AB7,Athabasca/Peace River,,,,,,,20070124,721.5,,,,,,,,,,,,,,,,,10,,,,,,,Drilling Mud  (Water Based),26,
0370968,OTHER,Vertical,WABAMUN GRP,,SEAL,DISPOSAL,20070120,1450,0,100/11-07-082-15W5/02,20070126,BEAVER DRILLING LTD.,81,20181101,,Suspended Water Disposal,559.61,167.4,PRIMARY,Ib,809.5,729,,,0,,YES,280,AB7,Athabasca/Peace River,0,0,0,,0,0,20070124,721.5,,,,,,,,,,0,201557.7,0,,,,,10,0,0,0,0,,1267759.8,Drilling Mud  (Water Based),26,
0158751,DEVELOPMENT,Vertical,CHARLIE LAKE FM,CECIL CHARLIE LAKE O,CECIL,,19930603,1180,0,100/14-31-083-07W6/00,19930608,PALLISER ENERGY CORP,4,,20160901,Abandoned Crude Oil,366.61,320.5,PRIMARY,,1144,1140.5,1140,CHARLIE LAKE FM,236240.33,CHARLIE LAKE O,,BWL,AB7,Drayton Valley/Grande Prairie,0,5796.6895,189103.16,20170820,30065,921.6,19930606,682.9,118.33,397.43,5.06,4.18,0.77,0.05,417.83,1.49,,0,0,,,3,8675,46,4,0,,7741.7,273395.56,,0,Crude Oil,4,4
0158751,DEVELOPMENT,Vertical,CHARLIE LAKE FM,CECIL CHARLIE LAKE O,CECIL,,19930603,1180,0,100/14-31-083-07W6/00,19930608,PALLISER ENERGY CORP,4,,20160901,Abandoned Crude Oil,366.61,320.5,PRIMARY,,1144,1140.5,1140,CHARLIE LAKE FM,236240.33,CHARLIE LAKE O,,BWL,AB7,Drayton Valley/Grande Prairie,0,5796.6895,189103.16,20170820,30065,921.6,19930606,682.9,118.33,397.43,5.06,4.18,0.77,0.05,417.83,1.49,,0,0,,,3,8675,46,4,0,,7741.7,273395.56,,0,Crude Oil,0.1,0.1
0183999,DEVELOPMENT,Vertical,GRANITE WASH,LOON GRANITE WASH S,LOON,,19960103,1554,0,100/04-01-085-10W5/00,19960118,CAYMAN VENTURES LTD.,2,,20001201,Abandoned Crude Oil,385.22,161.9,PRIMARY,,1520.5,1518.5,1530.8,PRECAMBRIAN SYSTEM,56086.484,GRANITE WASH S,,BWL,AB7,Athabasca/Peace River,0,162190.95,54798.72,20150319,8712.3,25786.3,19960114,543,21.58,130.03,28.09,2.6,5.33,123.19,133.75,5.78,,0,0,,98,3,16097,38,6,0,,211.5,7469.0522,,0,Crude Oil,3,3
0145312,OUTPOST,Vertical,PRECAMBRIAN SYSTEM,EVI GRANITE WASH T,EVI,,19900911,1640,0,100/10-17-087-12W5/00,19900923,CAYMAN VENTURES LTD.,6,,20010701,Abandoned Crude Oil,495.32,124.2,PRIMARY,,1614,1608,1630,PRECAMBRIAN SYSTEM,24780.441,GRANITE WASH T,,BWL,AB7,Athabasca/Peace River,0,53915,24147.213,20090331,3839.1,8571.8,19900920,615,5.12,20.68,54.33,0.12,2.7,30.42,21.56,2.72,,0,0,,16,6,11869,43,4,0,,104,3672.7253,,0,Crude Oil,1,
0156135,DEEPER-POOLTEST,Vertical,MUSKEG FM,,HOTCHKISS,DISPOSAL,19930205,2205,0,100/10-14-093-01W6/03,19930228,GOLDEN PRAIRIE ENERGY LTD.,25,20120601,,Abandoned Water Disposal,542.09,202.8,PRIMARY,II,2171.5,2147,2183,MUSKEG FM,0,,YES,BWL,AB7,High Level,0,0,0,20120815,0,0,19930224,739.3,,,,,,,,,,0,1113314.2,0,,,,,7,0,0,0,0,,7002536,Salt/Produced Water,30,20
0156135,DEEPER-POOLTEST,Vertical,MUSKEG FM,HOTCHKISS COMMINGLED POOL 002,HOTCHKISS,,19930205,2205,0,100/10-14-093-01W6/02,19930228,GOLDEN PRAIRIE ENERGY LTD.,14,,19960801,Abandoned Zone  Commingled,542.09,202.8,PRIMARY,,2124,2110,2183,MUSKEG FM,89922.71,GILWOOD B,YES,BWL,AB7,High Level,0,0,0,20120815,0,0,19930224,739.3,2562.16,,,94.54,,,441.75,16.3,,0,0,,234,11,16429,77,7,0,,14768.7,521551.72,,0,Salt/Produced Water,30,20
0156135,DEEPER-POOLTEST,Vertical,MUSKEG FM,HOTCHKISS COMMINGLED POOL 002,HOTCHKISS,,19930205,2205,0,100/10-14-093-01W6/00,19930228,GOLDEN PRAIRIE ENERGY LTD.,14,,19961201,Abandoned Zone Crude Oil,542.09,202.8,PRIMARY,,2124,2110,2183,MUSKEG FM,42281.516,GILWOOD B,YES,BWL,AB7,High Level,0,12038.698,37105.48,20120815,5899.3,1914,19930224,739.3,10.55,33.69,5.97,40.65,13.28,41,35.51,20.29,,0,0,,234,11,16429,77,7,0,,850.1,30020.998,,0,Salt/Produced Water,30,20
0052775,DEVELOPMENT,Vertical,,,HOTCHKISS,DISPOSAL,19750208,728.5,0,100/07-02-094-01W6/00,,,6,20120401,,Abandoned Water Disposal,569.96,114.6,PRIMARY,II,711,705,705,SHUNDA FM,0,,,BWL,AB7,High Level,0,0,0,20140721,0,0,19750211,681.2,,,,,,,,,,0,646455.25,0,,,,,2,0,0,0,0,,4066081.2,Salt/Produced Water,25,20
0052775,DEVELOPMENT,Vertical,,,HOTCHKISS,DISPOSAL,19750208,728.5,0,100/07-02-094-01W6/00,,,6,20120401,,Abandoned Water Disposal,569.96,114.6,PRIMARY,II,711,705,705,SHUNDA FM,0,,,BWL,AB7,High Level,0,0,0,20140721,0,0,19750211,681.2,,,,,,,,,,0,646455.25,0,,,,,2,0,0,0,0,,4066081.2,Salt/Produced Water,150,50
