Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
FORTY MILE,DEVELOPMENT,Vertical,BOW ISLAND FM,,,20050928,753,0,100/05-11-008-10W4/00,20050930,AKITA DRILLING LTD,,,,Abandoned,507.74,357.1,PRIMARY,,,,,,,,YES,140,AB3,Medicine Hat,,,,20171014,,,20050930,861.1,,,,,,,,,,,,,,,,,0338336,1,,,,,,,3168,1,3231,3336,4553,1,4554,3400,3230,1,3401,2267,63
HOLLOW,DEVELOPMENT,Vertical,WABAMUN GRP,HOLLOW WABAMUN F,,20051024,780,0,100/15-07-061-20W4/00,20051101,NABORS DRILLING LIMITED,1,,20070601,Abandoned Gas,442.03,226.8,PRIMARY,,737.8,737,734.11,WABAMUN GRP,5628.4272,WABAMUN F,,140,AB5,Athabasca/Peace River,0,2761.2268,0,20100320,0,439,20051029,665.8,149.63,,1.97,78.66,,20.73,25.8,13.56,,0,0,,,,,,0340148,1,0,,924.4,32644.877,,0,244,,251,260,404,,404,267,251,,267,264,7
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,,,20051125,832,0,100/04-26-024-20W4/02,20051215,PRECISION DRILLING CORPORATION,,,,Drilled And Cased,453.09,445.9,,,,,,,,,YES,140,AB3,Calgary/Edmonton,,,,,,,20051215,895.4,,,,,,,,,,,,,,,,,0340839,3,,,,,,,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,HUSSAR COMMINGLED MFP9501,,20051125,832,0,100/04-26-024-20W4/00,20051215,PRECISION DRILLING CORPORATION,4,,20230501,Flowing Gas,453.09,445.9,PRIMARY,,805,801,,,25674.98,EDMONTON K,YES,140,AB3,Calgary/Edmonton,0,0,0,,0,0,20051215,895.4,70.61,,,11.52,,,12.17,1.99,,0,0,,256,4,9138,37,0340839,3,0,,4216.8,148914.89,,0,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
PADDLE RIVER,NEW POOL WILDCAT,Deviated,ELLERSLIE MBR,,,20051113,1454,1449.09,102/08-11-058-08W5/03,20051120,CHAMPION DRILLING INC.,,,,Abandoned,31.79,684,PRIMARY,,,,,,,,,140,AB5,Drayton Valley/Grande Prairie,,,,20051202,,,20051118,711.8,,,,,,,,,,,,,,,,,0342153,3,,,,,,,7908,186,8037,8881,11762,315,12077,8817,7851,206,9023,5120,129
PADDLE RIVER,NEW POOL WILDCAT,Deviated,ELLERSLIE MBR,,,20051113,1454,1449.09,102/08-11-058-08W5/02,20051120,CHAMPION DRILLING INC.,,,,Abandoned Zone,31.79,684,PRIMARY,,,,,,,,,140,AB5,Drayton Valley/Grande Prairie,,,,20051202,,,20051118,711.8,,,,,,,,,,,,,,,,,0342153,3,,,,,,,7908,186,8037,8881,11762,315,12077,8817,7851,206,9023,5120,129
PADDLE RIVER,NEW POOL WILDCAT,Deviated,ELLERSLIE MBR,,,20051113,1454,1449.09,102/08-11-058-08W5/00,20051120,CHAMPION DRILLING INC.,,,,Abandoned Zone,31.79,684,PRIMARY,,,,,,,,,140,AB5,Drayton Valley/Grande Prairie,,,,20051202,,,20051118,711.8,,,,,,,,,,,,,,,,,0342153,3,,,,,,,7908,186,8037,8881,11762,315,12077,8817,7851,206,9023,5120,129
HALKIRK,DEVELOPMENT,Vertical,WABAMUN GRP,HALKIRK LOWER MANNVILLE F,,20060101,1259,0,100/02-18-038-16W4/00,20060105,CHAMPION DRILLING INC.,12,,20070101,Abandoned Zone Gas,455.2,373.8,PRIMARY,,1222.5,1210.5,,,6364.6987,LOWER MANNVILLE F,,140,AB5,Calgary/Edmonton,0,33.336,0,20191129,0,5.3,20060103,825.4,311.9,,0.28,16.01,,0.15,54.61,7.55,4.79,537.7788,0,,89,2,9001,37,0344496,5,85.5,,957,33796.137,0.83,0,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
HALKIRK,DEVELOPMENT,Vertical,WABAMUN GRP,,,20060101,1259,0,100/02-18-038-16W4/02,20060105,CHAMPION DRILLING INC.,9,,20061201,Abandoned Gas,455.2,373.8,PRIMARY,,1195,1186,,,985.1574,,,140,AB5,Calgary/Edmonton,0,0.62898105,0,20191129,0,0.1,20060103,825.4,73.21,,0.07,0.38,,0.02,12.62,0.07,,0,0,,,,,,0344496,5,0,,161.8,5713.913,,0,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
CHERRY,OUTPOST,Vertical,SECOND WHITE SPECKS,,,20060104,598,0,100/16-32-008-12W4/03,20060105,AKITA DRILLING LTD,,,,Abandoned Zone,508.79,315.5,PRIMARY,,,,,,,,YES,140,AB3,Medicine Hat,,,,20190403,,,20060104,820.6,,,,,,,,,,,,,,,,,0345922,18,,,,,,,82,1,96,86,190,2,192,100,95,1,101,501,14
CHERRY,OUTPOST,Vertical,SECOND WHITE SPECKS,,,20060104,598,0,100/16-32-008-12W4/02,20060105,AKITA DRILLING LTD,,,,Abandoned Zone,508.79,315.5,PRIMARY,,,,,,,,YES,140,AB3,Medicine Hat,,,,20190403,,,20060104,820.6,,,,,,,,,,,,,,,,,0345922,18,,,,,,,82,1,96,86,190,2,192,100,95,1,101,501,14
CHERRY,OUTPOST,Vertical,SECOND WHITE SPECKS,,,20060104,598,0,100/16-32-008-12W4/04,20060105,AKITA DRILLING LTD,,,,Abandoned,508.79,315.5,PRIMARY,,,,,,,,YES,140,AB3,Medicine Hat,,,,20190403,,,20060104,820.6,,,,,,,,,,,,,,,,,0345922,18,,,,,,,82,1,96,86,190,2,192,100,95,1,101,501,14
CHERRY,OUTPOST,Vertical,SECOND WHITE SPECKS,CHERRY MFP8541 2WS,,20060104,598,0,100/16-32-008-12W4/00,20060105,AKITA DRILLING LTD,4,,20180801,Abandoned Zone Gas,508.79,315.5,PRIMARY,,541,537,,,7153.047,MFP8541 2WS,YES,140,AB3,Medicine Hat,0,56.608295,0,20190403,0,9,20060104,820.6,20.92,,0.05,2.3,,0.02,3.61,0.4,,0,0,,,,,,0345922,18,0,,1174.8,41487.67,,0,82,1,96,86,190,2,192,100,95,1,101,501,14
HUSSAR,DEVELOPMENT,Vertical,MANNVILLE GRP,,,20060204,1553,0,100/05-29-025-21W4/00,20060209,TRI-CITY DRILLING INC.,,,,Abandoned Zone,552.38,419.1,PRIMARY,,,,,,,,,280,AB3,Calgary/Edmonton,,,,20210302,,,20060207,967.4,,,,,,,,,,,,,,,,,0347278,6,,,,,,,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
HUSSAR,DEVELOPMENT,Vertical,MANNVILLE GRP,,,20060204,1553,0,100/05-29-025-21W4/02,20060209,TRI-CITY DRILLING INC.,,,,Abandoned,552.38,419.1,,,,,,,,,,280,AB3,Calgary/Edmonton,,,,20210302,,,20060207,967.4,,,,,,,,,,,,,,,,,0347278,6,,,,,,,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
WINTERING HILLS,DEVELOPMENT,Vertical,PEKISKO FM,,,20060208,1293,0,100/09-34-025-17W4/02,20060222,CHAMPION DRILLING INC.,,,,Abandoned Zone,541.29,322.3,PRIMARY,,,,,,,,YES,140,AB3,Calgary/Edmonton,,,,20130703,,,20060221,859.6,,,,,,,,,,,,,,,,,0350469,4,,,,,,,11712,535,14379,12454,35585,908,36493,14679,13844,590,15269,99657,2667
WINTERING HILLS,DEVELOPMENT,Vertical,PEKISKO FM,,,20060208,1293,0,100/09-34-025-17W4/00,20060222,CHAMPION DRILLING INC.,,,,Abandoned Zone,541.29,322.3,PRIMARY,,,,,,,,YES,140,AB3,Calgary/Edmonton,,,,20130703,,,20060221,859.6,,,,,,,,,,,,,,,,,0350469,4,,,,,,,11712,535,14379,12454,35585,908,36493,14679,13844,590,15269,99657,2667
WINTERING HILLS,DEVELOPMENT,Vertical,PEKISKO FM,,,20060208,1293,0,100/09-34-025-17W4/03,20060222,CHAMPION DRILLING INC.,,,,Abandoned,541.29,322.3,PRIMARY,,,,,,,,YES,140,AB3,Calgary/Edmonton,,,,20130703,,,20060221,859.6,,,,,,,,,,,,,,,,,0350469,4,,,,,,,11712,535,14379,12454,35585,908,36493,14679,13844,590,15269,99657,2667
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST GENERAL PETROLEUM E,,20060515,885,0,104/05-22-038-03W4/00,20060520,PRECISION DRILLING CORPORATION,4,,20131201,Abandoned Crude Oil,371.8,328.3,PRIMARY,,795.5,792,861.47,IRETON FM,22010.93,GENERAL PETROLEUM E,YES,360,AB4,Medicine Hat,0,20493.46,11089.565,20171128,1763.1,3258.2,20060518,696.8,101.26,23.09,36.62,2.66,2.02,3.67,40.55,2.48,,0,0,,32,4,3353,25,0351676,1,0,,1793.7,63343.918,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
FORTY MILE,DEVELOPMENT,Vertical,BASE FISH SCALES MARKER,FORTY MILE MFP8541 2WS,,20060317,613,0,100/14-29-008-11W4/00,20060318,PANTERA DRILLING INC,4,,20180801,Abandoned Coalbed Methane-Coals&oth Lith,505.55,313.8,PRIMARY,,533,529,,,24748.275,MFP8541 2WS,YES,140,AB3,Medicine Hat,0,201.27394,0,20190409,0,32,20060317,815.2,189.91,,0.15,5.03,,0.02,32.74,0.87,,0,0,,,,,,0352049,1,0,,4064.6,143540,,0,3168,1,3231,3336,4553,1,4554,3400,3230,1,3401,2267,63
PENHOLD,DEVELOPMENT,Vertical,BELLY RIVER GRP,,,20060320,1091.8,0,103/14-07-036-27W4/00,20060324,TRINIDAD DRILLING LTD.,,,,Abandoned,545.47,375.5,PRIMARY,,,,,,,,,140,AB5,Calgary/Edmonton,,,,20181121,,,20060322,916.4,,,,,,,,,,,,,,,,,0353338,3,,,,,,,2280,189,2455,2525,3166,322,3488,2505,2266,209,2714,6963,175
WETASKIWIN,NEW POOL WILDCAT,Deviated,2490,,,20060320,1390,0,100/01-10-045-24W4/00,20060408,SAVANNA DRILLING CORP.,,,,Abandoned & Whipstocked,342.2,434.6,PRIMARY,,,,,,,,,140,AB5,Calgary/Edmonton,,,,20190312,,,20060326,772.5,,,,,,,,,,,,,,,,,0353858,,,,,,,,415,1,455,436,657,1,658,476,454,1,477,1511,40
WETASKIWIN,NEW POOL WILDCAT,Horizontal,2490,,,20060320,2361,1341.56,100/06-10-045-24W4/02,20060408,SAVANNA DRILLING CORP.,1,,20070301,Abandoned Gas,342.2,434.6,PRIMARY,,2256,2255,,,0,,YES,140,AB5,Calgary/Edmonton,0,2443.5916,0,20190312,0,388.5,20060405,772.5,,,41.73,,,8.42,0,0,,0,0,,,,,,0353858,1,0,,0,0,,0,415,1,455,436,657,1,658,476,454,1,477,1511,40
REDWATER,DEVELOPMENT,Deviated,WABAMUN GRP,REDWATER D-1 A,,20060704,884,871.02,102/07-29-058-22W4/00,20060707,PRECISION DRILLING CORPORATION,3,,20091001,Abandoned Gas,422.29,216.6,PRIMARY,,845,842,843.5,WABAMUN GRP,77624.68,D-1 A,,140,AB5,Calgary/Edmonton,0,8088.697,0,20150602,0,1286,20060705,635.2,595.16,,136.1,4.93,,9.64,102.61,0.85,,0,0,,,,,,0353899,1,0,,12748.9,450223.16,,0,7513,5219,9404,8642,7416,10296,17712,4427,4185,6561,10988,84953,1891
HALKIRK,DEVELOPMENT,Horizontal,GLAUCONITIC SS,,,20060323,1611,1202,102/03-30-038-16W4/00,20060429,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,465.7,348.9,PRIMARY,,,,,,,,,280,AB5,Calgary/Edmonton,,,,20190315,,,20060428,810.8,,,,,,,,,,,,,,,,,0354939,,,,,,,,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
HALKIRK,DEVELOPMENT,Horizontal,GLAUCONITIC SS,,,20060323,1574,1203.1,102/03-30-038-16W4/02,20060429,PRECISION DRILLING CORPORATION,,,,Abandoned Zone  Drain,465.7,348.9,PRIMARY,,,,,,,,,280,AB5,Calgary/Edmonton,,,,20190315,,,20060428,810.8,,,,,,,,,,,,,,,,,0354939,,,,,,,,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
HALKIRK,DEVELOPMENT,Horizontal,GLAUCONITIC SS,,,20110916,1617,1205.63,102/03-30-038-16W4/03,20110925,QUINTERA DRILLING LTD.,,,,Abandoned,465.7,349.4,,,,,,,,,,280,AB5,Calgary/Edmonton,,,,20190315,,,20110924,810.8,,,,,,,,,,,,,,,,,0354939,,,,,,,,1659,516,1843,1820,2011,1129,3140,1440,1327,578,2018,7125,184
PENDANT D'OREILLE,DEVELOPMENT,Vertical,BOW ISLAND SD,PENDANT D'OREILLE COMMINGLED MFP9517,,20060602,692,0,100/01-28-004-09W4/00,20060604,TRAILBLAZER DRILLING CORP.,293,,20101201,Abandoned Gas,580.7,329.9,PRIMARY,,652,359,,,2616.3298,MILK RIVER A,YES,140,AB3,Medicine Hat,0,0,0,20140915,0,0,20060603,906.6,23.59,,,4.22,,,4.07,0.73,,0,0,,,,,,0356733,3,0,,429.7,15174.712,,0,10988,,11769,11567,18995,,18995,12383,11769,,12383,27530,781
ROYAL,OUTPOST,Vertical,IRETON FM,ROYAL VIKING I,,20060708,820,0,100/14-32-052-15W4/04,20060721,CAMARO DRILLING LTD.,1,,20120801,Suspended Gas,333.55,328.2,PRIMARY,,614.5,613.5,750.97,GLAUCONITIC SS,6704.9155,VIKING I,,140,AB5,Lloydminster,0,6.2898107,0,,0,1,20060720,657.8,211.91,,0.13,44.45,,0.21,36.54,7.66,,0,0,,,,,,0356818,4,0,,1101.2,38888.51,,0,848,3,930,892,1463,5,1468,973,927,3,976,3057,82
ROYAL,OUTPOST,Vertical,IRETON FM,,,20060708,820,0,100/14-32-052-15W4/00,20060721,CAMARO DRILLING LTD.,,,,Abandoned Zone,333.55,328.2,PRIMARY,,,,750.97,GLAUCONITIC SS,,,,140,AB5,Lloydminster,,,,,,,20060720,657.8,,,,,,,,,,,,,,,,,0356818,4,,,,,,,848,3,930,892,1463,5,1468,973,927,3,976,3057,82
ROYAL,OUTPOST,Vertical,IRETON FM,ROYAL UPPER MANNVILLE F,,20060708,820,0,100/14-32-052-15W4/03,20060721,CAMARO DRILLING LTD.,2,,20110301,Suspended Gas,333.55,328.2,PRIMARY,,657,655,750.97,GLAUCONITIC SS,31643.768,UPPER MANNVILLE F,,140,AB5,Lloydminster,0,4555.081,0,,0,724.2,20060720,657.8,234.89,,12.06,54.47,,11.17,40.5,9.39,,0,0,,,,,,0356818,4,0,,5197.1,183533.86,,0,848,3,930,892,1463,5,1468,973,927,3,976,3057,82
ROYAL,OUTPOST,Vertical,IRETON FM,,,20060708,820,0,100/14-32-052-15W4/02,20060721,CAMARO DRILLING LTD.,,,,Abandoned Zone,333.55,328.2,PRIMARY,,,,750.97,GLAUCONITIC SS,,,,140,AB5,Lloydminster,,,,,,,20060720,657.8,,,,,,,,,,,,,,,,,0356818,4,,,,,,,848,3,930,892,1463,5,1468,973,927,3,976,3057,82
CHERRY,NEW POOL WILDCAT,Deviated,MISSISSIPPIAN SYSTEM,CHERRY MFP8541 2WS,,20060524,1011,983.69,100/15-09-009-13W4/02,20060527,PRECISION DRILLING CORPORATION,8,,20180801,Abandoned Gas,496.97,332.5,PRIMARY,,577,569.5,,,7319.269,MFP8541 2WS,YES,280,AB3,Medicine Hat,0,63.52709,0,20190314,0,10.1,20060527,826.3,43.01,,0.06,3.95,,0.02,7.42,0.68,,0,0,,,,,,0357284,6,0,,1202.1,42451.76,,0,82,1,96,86,190,2,192,100,95,1,101,501,14
CHERRY,NEW POOL WILDCAT,Deviated,MISSISSIPPIAN SYSTEM,,,20060524,1011,983.69,100/15-09-009-13W4/00,20060527,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,496.97,332.5,PRIMARY,,,,,,,,YES,280,AB3,Medicine Hat,,,,20190314,,,20060527,826.3,,,,,,,,,,,,,,,,,0357284,6,,,,,,,82,1,96,86,190,2,192,100,95,1,101,501,14
BOW ISLAND,NEW POOL WILDCAT,Vertical,BASE FISH SCALES MARKER,BOW ISLAND COMMINGLED POOL 002,,20060606,669,0,100/16-02-010-14W4/00,20060608,PRECISION DRILLING CORPORATION,58,,20180801,Abandoned Gas,480.4,333.5,PRIMARY,,631.5,574,631.66,BASE FISH SCALES MARKER,27040.096,SECOND WHITE SPECKS I,YES,140,AB3,Medicine Hat,0,238.38383,0.62898105,20190312,0.1,37.9,20060607,811.1,172.71,0.01,0.22,18.27,0.02,0.03,29.79,3.17,,0,0,,,,,,0357532,2,0,,4440.9,156828.9,,0,2569,269,2874,2725,10678,508,11186,2741,2605,311,3052,10767,305
BOW ISLAND,NEW POOL WILDCAT,Vertical,BASE FISH SCALES MARKER,BOW ISLAND COMMINGLED POOL 002,,20060606,669,0,100/16-02-010-14W4/02,20060608,PRECISION DRILLING CORPORATION,58,,,Abandoned Zone  Commingled,480.4,333.5,PRIMARY,,631.5,574,631.66,BASE FISH SCALES MARKER,,SECOND WHITE SPECKS I,YES,140,AB3,Medicine Hat,,,,20190312,,,20060607,811.1,,,,,,,,,,,,,,,,,0357532,2,,,,,,,2569,269,2874,2725,10678,508,11186,2741,2605,311,3052,10767,305
TWINING,DEVELOPMENT,Deviated,PEKISKO FM,TWINING LOWER MANNVILLE B,INJECTION,20060623,1684,1657.02,100/16-09-031-23W4/00,20060702,ENSIGN DRILLING INC.,2,20120301,20101101,Abandoned Zone Water Injection,367.7,535,WATER FLOOD,Waterflood,1626.9,1625,1658.82,PEKISKO FM,19.498413,LOWER MANNVILLE B,,280,AB3,Calgary/Edmonton,0,828.3681,19.498413,,3.1,131.7,20060701,898.7,,0.5,20.6,,0.32,13.58,0.5,0.32,,0,204.3,0,963,2,11456,55,0358262,2,0,0,0,0,,1285.0083,14263,4708,17327,15758,19583,8239,27822,13819,12619,5276,19095,120360,3064
HERRONTON,DEVELOPMENT,Vertical,BELLY RIVER GRP,HERRONTON COMMINGLED MFP9501,,20061001,1080,0,102/11-12-021-27W4/00,20061002,TRAILBLAZER DRILLING CORP.,171,,20160601,Abandoned Gas,368.29,671,PRIMARY,,972.5,801.5,1045.54,BASAL BELLY RIVER SD,27783.53,EDMONTON A,YES,140,AB2,Calgary/Edmonton,0,131.45705,0,20200126,0,20.9,20061002,1035.2,304.87,,0.25,10.94,,0.03,52.57,1.91,0.02,0.62898105,0,,,,,,0358379,3,0.1,,4563,161140.83,0.01,0,11578,1138,12509,12432,29698,2335,32033,12196,11371,1258,13454,35763,931
LAMBERT,NEW POOL WILDCAT,Deviated,FERNIE GRP,LAMBERT COMMINGLED POOL 011,,20060820,3857,3755.51,100/10-15-050-22W5/02,20061207,NABORS DRILLING LIMITED,1054,,,Commingled,,,PRIMARY,,3802.6,2749,3819.32,FERNIE GRP,,CARDIUM O,YES,140,AB2,Drayton Valley/Grande Prairie,,,,,,,20061201,1178.2,,,,,,,,,,,,,,,,,0358568,8,,,,,,,3812,,4460,5326,7596,,7596,6061,4460,,6061,25815,648
LAMBERT,NEW POOL WILDCAT,Deviated,FERNIE GRP,LAMBERT COMMINGLED POOL 011,,20060820,3857,3755.51,100/10-15-050-22W5/00,20061207,NABORS DRILLING LIMITED,1054,,20230501,Pumping Gas,,,PRIMARY,,3802.6,2749,3819.32,FERNIE GRP,271329.1,CARDIUM O,YES,140,AB2,Drayton Valley/Grande Prairie,0,7600.6074,0,,0,1208.4,20061201,1178.2,1467.86,,3.4,229.28,,1.36,254.02,39.83,0.3,317.63544,0,,,,,,0358568,8,50.5,,44510.3,1571866.4,0.94,0,3812,,4460,5326,7596,,7596,6061,4460,,6061,25815,648
LAMBERT,NEW POOL WILDCAT,Deviated,FERNIE GRP,LAMBERT COMMINGLED POOL 011,,20060820,3857,3755.51,100/10-15-050-22W5/03,20061207,NABORS DRILLING LIMITED,1054,,20070701,Commingled,,,PRIMARY,,3802.6,2749,3819.32,FERNIE GRP,4430.773,CARDIUM O,YES,140,AB2,Drayton Valley/Grande Prairie,0,63.52709,0,,0,10.1,20061201,1178.2,1565.68,,3.81,421.29,,1.04,269.94,72.64,,0,0,,,,,,0358568,8,0,,727.7,25698.482,,0,3812,,4460,5326,7596,,7596,6061,4460,,6061,25815,648
INLAND,NEW FIELD WILDCAT,Vertical,LEA PARK FM,,,20060624,269,0,100/15-02-052-16W4/00,20060626,AKITA DRILLING LTD,,,,Abandoned,335.04,341.9,PRIMARY,,,,,,,,,140,AB5,Calgary/Edmonton,,,,20060704,,,20060625,673,,,,,,,,,,,,,,,,,0358600,,,,,,,,2437,,2539,2562,3828,,3828,2667,2539,,2667,3805,102
PROVOST,DEEPER-POOLTEST,Vertical,WOODBEND GRP,PROVOST COMMINGLED MFP9515,,20060704,841,0,100/05-04-038-02W4/00,20060707,AMMONITE ENERGY LTD.,99,,20150201,Abandoned Gas,420.3,260.9,PRIMARY,,754,655.5,,,15773.718,BELLY RIVER DD,YES,360,AB4,Medicine Hat,0,2912.8113,83.65448,20190115,13.3,463.1,20060707,677.3,75.39,1.3,21.35,16.99,0.9,7.64,14.3,3.83,,0,0,,,2,,,0359291,3,0,,2576.9,91002.37,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
KAKWA,DEVELOPMENT,Deviated,WAPIABI FM,,,20061208,1905,1859.36,100/02-05-062-07W6/00,20070126,PRECISION DRILLING CORPORATION,,,,Abandoned,472.7,785,PRIMARY,,,,,,,,,140,AB2,Drayton Valley/Grande Prairie,,,,20120830,,,20061226,1253.7,,,,,,,,,,,,,,,,,0360191,,,,,,,,77285,5076,92480,84250,169038,8855,177893,94984,87404,5764,100748,613886,15195
BERRY,DEVELOPMENT,Vertical,ELLERSLIE MBR,BERRY UPPER MANNVILLE R3R,,20060803,1125,0,100/16-28-027-12W4/00,20060807,NORTHWELL OILFIELD HAULING (09) INC.,2,,20130901,Abandoned Gas,450.22,310,PRIMARY,,1033,1031.5,1098.29,BANFF FM,11852.534,UPPER MANNVILLE R3R,YES,140,AB3,Medicine Hat,0,440.28674,0,20140523,0,70,20060806,756.5,553.23,,1.39,1.9,,0.11,95.6,0.41,0.08,139.6338,0,,,,,,0360506,1,22.2,,1923.7,67934.83,0.22,0,2633,221,3133,2835,5012,368,5380,3123,2912,239,3362,18657,500
CHERRY,DEVELOPMENT,Vertical,SECOND WHITE SPECKS,CHERRY MFP8541 2WS,,20060902,608.5,0,100/14-34-008-12W4/00,20060903,TECHNICOIL CORPORATION,4,,20180801,Abandoned Gas,505.9,318.9,PRIMARY,,544,540,,,19492.479,MFP8541 2WS,YES,140,AB3,Medicine Hat,0,182.40451,0,20190404,0,29,20060902,820.6,167.49,,0.23,7.79,,0.03,28.88,1.34,,0,0,,,,,,0362052,1,0,,3201.4,113056.375,,0,82,1,96,86,190,2,192,100,95,1,101,501,14
FORTY MILE,DEVELOPMENT,Deviated,SECOND WHITE SPECKS,FORTY MILE MFP8541 2WS,,20060914,703,580.73,100/11-33-008-11W4/00,20060917,CHAMPION DRILLING INC.,4,,20111101,Abandoned Gas,504.4,323,PRIMARY,,658,654,,,9198.253,MFP8541 2WS,YES,140,AB3,Medicine Hat,0,78.622635,0,20151228,0,12.5,20060916,823.4,123.22,,1.13,3.22,,1.29,21.24,0.56,,0,0,,,,,,0362077,1,0,,1510.7,53349.867,,0,3168,1,3231,3336,4553,1,4554,3400,3230,1,3401,2267,63
PROVOST,DEEPER-POOLTEST,Vertical,WOODBEND GRP,PROVOST COMMINGLED MFP9515,,20060928,838,0,100/05-18-038-02W4/00,20061006,CALMENA ENERGY SERVICES OPERATING CORP.,3,,20160201,Abandoned Gas,401.3,279.5,PRIMARY,,664,661,,,38653.73,BELLY RIVER DD,YES,360,AB4,Medicine Hat,0,176.1147,0,20190114,0,28,20061005,676.9,120.17,,3.56,77.69,,5.68,20.72,13.39,,0,0,,,2,,,0362410,1,0,,6348.4,224191.62,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,,,20061129,836.5,0,100/02-35-024-20W4/00,20061219,TECHNICOIL CORPORATION,,,,Drilled And Cased,460.63,437.2,PRIMARY,,,,,,,,YES,140,AB3,Calgary/Edmonton,,,,,,,20061218,893.5,,,,,,,,,,,,,,,,,0364413,3,,,,,,,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,HUSSAR COMMINGLED MFP9501,,20061129,836.5,0,100/02-35-024-20W4/02,20061219,TECHNICOIL CORPORATION,4,,20230501,Flowing Gas,460.63,437.2,PRIMARY,,805.5,801.5,,,67375.516,EDMONTON K,YES,140,AB3,Calgary/Edmonton,0,105.66882,0,,0,16.8,20061218,893.5,364.28,,0.63,32.28,,0.99,62.81,5.57,,0,0,,256,4,9138,37,0364413,3,0,,11065.6,390777.97,,0,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
ROYAL,DEVELOPMENT,Vertical,BELLY RIVER GRP,,,20061027,148.5,0,102/14-32-052-15W4/00,20061028,IMPACT DRILLING LTD.,,,,Abandoned,333.55,327.5,PRIMARY,,,,,,,,,140,AB5,Lloydminster,,,,20070127,,,20061031,657.7,,,,,,,,,,,,,,,,,0364790,,,,,,,,848,3,930,892,1463,5,1468,973,927,3,976,3057,82
