Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
PINTO,DEEPER-POOLTEST,Deviated,SHAFTESBURY FM,,,20061025,3070,3018.46,100/06-11-054-02W6/02,20061125,NABORS DRILLING LIMITED,,,,Abandoned,,,PRIMARY,,,,,,,,YES,140,AB1,Drayton Valley/Grande Prairie,,,,20070801,,,20061114,1452.9,,,,,,,,,,,,,,,,,0214451,1,,,,,,,604,3,653,635,871,5,876,683,650,3,686,1888,49
PINTO,NEW POOL WILDCAT,Deviated,SHAFTESBURY FM,PINTO CARDIUM A,,19980410,1881,1848.78,100/06-11-054-02W6/00,19980429,CAN-TEX DRILLING & EXPLORATION ULC,55,,20061001,Suspended Crude Oil,,,PRIMARY,,1876,1821,1821.5,CARDIUM SD,63447.613,CARDIUM A,,140,AB1,Drayton Valley/Grande Prairie,0,4672.7,47308.812,20070801,7521.5,742.9,19980424,1452.9,160.74,127.86,1.56,32.86,6.14,2.37,155.57,11.81,,0,0,,8,6,10774,51,0214451,,0,,2650.6,93605.055,,0,604,3,653,635,871,5,876,683,650,3,686,1888,49
PEMBINA,NEW POOL WILDCAT,Vertical,BANFF FM,,,19980528,2548,0,100/09-16-047-11W5/00,19980616,H & R DRILLING INC,,,,Abandoned,263.25,675.8,PRIMARY,,,,,,,,,BWL,AB2,Drayton Valley/Grande Prairie,,,,19980729,,,19980614,934.6,,,,,,,,,,,,,,,,,0214511,,,,,,,,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PROVOST,DEVELOPMENT,Vertical,NISKU FM,PROVOST COMMINGLED POOL 026,INJECTION,19980413,865,0,102/09-21-038-03W4/00,19980419,NT DRILLING RIGS (WEST) LTD.,2,20150201,,Abandoned Water Injection,383.81,305.2,WATER FLOOD,Waterflood,827,825,847,WOODBEND GRP,0,LLOYDMINSTER V2V,YES,BWL,AB4,Medicine Hat,0,0,0,20171128,0,0,19980417,684.8,,,,,,,,,,0,2078054.8,0,,2,,,0214618,4,0,0,0,0,,13070571,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,OUTPOST,Deviated,MANNVILLE GRP,PROVOST DINA OO,,19980530,993,969.31,102/07-10-037-05W4/00,19980603,TRI-CITY DRILLING INC.,3,,20000401,Abandoned Crude Oil,365.7,382.4,PRIMARY,,938.5,935.5,971,WINTERBURN GRP,1878.1375,DINA OO,,BWL,AB4,Medicine Hat,0,8.805735,1878.1375,20060926,298.6,1.4,19980602,744.4,,8.64,0.03,,0.59,0.02,8.64,0.59,,0,0,,65,4,6248,27,0215186,1,0,,0,0,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
WIMBORNE,NEW POOL WILDCAT,Vertical,ELLERSLIE MBR,,,19980608,1905,0,100/01-07-032-26W4/00,19980617,HEMSING DRILLING LTD,,,,Abandoned,219.7,711.6,PRIMARY,,,,1788.51,GLAUCONITIC SS,,,,BWL,AB3,Calgary/Edmonton,,,,19991111,,,19980614,926.8,,,,,,,,,,,,,,,,,0215585,1,,,,,,,9907,1757,11352,12686,21940,3771,25711,11869,9595,2450,14319,52020,1445
PROVOST,DEVELOPMENT,Deviated,MANNVILLE GRP,PROVOST LLOYDMINSTER MM,,19980613,875,858.84,102/11-19-039-02W4/00,19980616,AKITA DRILLING LTD,1,,20040101,Abandoned Crude Oil,392.6,301.2,PRIMARY,,808,807,,,121759.4,LLOYDMINSTER MM,,BWL,AB4,Medicine Hat,0,2806653.2,120387.61,20210620,19140.1,446222.2,19980616,689.1,3.41,112.18,228.73,1.11,5.81,1662.14,112.77,6,,0,0,,100,5,5700,31,0215592,1,0,,225.3,7956.3945,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PEMBINA,DEVELOPMENT,Vertical,BANFF FM,,,19980710,1835,0,103/08-26-049-06W5/00,19980718,ENSIGN DRILLING INC.,,,,Abandoned,525.86,274.7,PRIMARY,,,,1783,NORDEGG MBR,,,,BWL,AB5,Calgary/Edmonton,,,,20161220,,,19980717,796.6,,,,,,,,,,,,,,,,,0216191,,,,,,,,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
HOTCHKISS,DEVELOPMENT,Vertical,SHUNDA FM,,,19980803,599,0,100/07-31-093-23W5/00,19980807,PRECISION DRILLING CORPORATION,,,,Abandoned,527.82,42.8,PRIMARY,,,,,,,,,BWL,AB7,High Level,,,,20070305,,,19980806,567.1,,,,,,,,,,,,,,,,,0216359,2,,,,,,,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
HOTCHKISS,DEVELOPMENT,Vertical,SHUNDA FM,,,19980914,620,0,100/09-35-093-24W5/00,19980918,PRECISION DRILLING CORPORATION,,,,Abandoned,429.85,164.5,PRIMARY,,,,,,,,,BWL,AB7,High Level,,,,19990305,,,19980916,590.8,,,,,,,,,,,,,,,,,0216360,,,,,,,,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
DEADWOOD,NEW POOL WILDCAT,Vertical,DEBOLT FM,,,19980723,455,0,100/16-02-091-23W5/00,19980726,PRECISION DRILLING CORPORATION,1,,20081201,Abandoned Gas,295,184.4,PRIMARY,,443.2,442.5,,,2408.095,,,BWL,AB7,Drayton Valley/Grande Prairie,0,2056.1392,0,20180211,0,326.9,19980725,475.9,56.98,,11.81,20.65,,6.32,9.82,3.56,,0,0,,,,,,0216384,1,0,,395.5,13966.951,,0,362,,380,382,586,,586,400,380,,400,632,18
PINE CREEK,NEW POOL WILDCAT,Vertical,BLUESKY FM,,,19980813,2655,0,102/10-13-056-19W5/00,19980829,PRECISION DRILLING CORPORATION,,,,Abandoned,406.59,787.4,PRIMARY,,,,2619,GETHING FM,,,,BWL,AB2,Drayton Valley/Grande Prairie,,,,19981212,,,19980826,1189.2,,,,,,,,,,,,,,,,,0216407,,,,,,,,48739,842,52250,62403,101917,1473,103390,65562,51408,957,66519,141181,3511
RIBSTONE,NEW POOL WILDCAT,Vertical,DEVONIAN SYSTEM,,,19980906,720,0,100/14-22-043-05W4/00,19980910,TRI-CITY DRILLING INC.,1,,20060701,Abandoned Gas,391.9,296.7,PRIMARY,,648.3,647.5,,,2390.4377,,,BWL,AB4,Medicine Hat,0,5.0318484,0,20181103,0,0.8,19980909,685,254.88,,0.32,41.42,,0.09,43.94,7.14,,0,0,,,,,,0217201,3,0,,392.6,13864.538,,0,1207,123,1313,1282,1756,356,2112,1250,1190,143,1393,3678,106
RIBSTONE,NEW POOL WILDCAT,Deviated,DEVONIAN SYSTEM,RIBSTONE COLONY M,,19980911,710,697.18,100/06-23-043-05W4/03,19980913,TRI-CITY DRILLING INC.,4,,20070101,Abandoned Gas,398.7,273.4,PRIMARY,,621,617,695.52,CAMROSE TONGUE =DOL=,478034.56,COLONY M,,BWL,AB4,Medicine Hat,0,1564.9049,0,20220525,0,248.8,19980912,668.5,2210.46,,4.93,71.47,,0.56,381.54,13.6,1.28,38.367847,0,,,,,,0217294,6,6.1,,78505,2772378,0.43,0,1207,123,1313,1282,1756,356,2112,1250,1190,143,1393,3678,106
RIBSTONE,NEW POOL WILDCAT,Deviated,DEVONIAN SYSTEM,,,19980911,710,697.18,100/06-23-043-05W4/00,19980913,TRI-CITY DRILLING INC.,,,,Abandoned Zone,398.7,273.4,PRIMARY,,,,695.52,CAMROSE TONGUE =DOL=,,,,BWL,AB4,Medicine Hat,,,,20220525,,,19980912,668.5,,,,,,,,,,,,,,,,,0217294,6,,,,,,,1207,123,1313,1282,1756,356,2112,1250,1190,143,1393,3678,106
RIBSTONE,NEW POOL WILDCAT,Deviated,DEVONIAN SYSTEM,RIBSTONE COLONY M,,19980911,710,697.18,100/06-23-043-05W4/02,19980913,TRI-CITY DRILLING INC.,4,,20000301,Abandoned Zone Gas,398.7,273.4,PRIMARY,,627,623,695.52,CAMROSE TONGUE =DOL=,24353.115,COLONY M,,BWL,AB4,Medicine Hat,0,0,0,20220525,0,0,19980912,668.5,354.4,,,249.03,,,61.1,42.94,,0,0,,,,,,0217294,6,0,,3999.7,141248.08,,0,1207,123,1313,1282,1756,356,2112,1250,1190,143,1393,3678,106
PROVOST,DEVELOPMENT,Vertical,JOLI FOU FM,,,19981016,804,0,100/05-32-039-09W4/00,19981018,ARTISAN CORPORATION,,,,Abandoned,374.61,359.2,PRIMARY,,,,,,,,YES,BWL,AB4,Medicine Hat,,,,20130715,,,19981017,729.8,,,,,,,,,,,,,,,,,0217406,1,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
WAINWRIGHT,DEEPER-POOLTEST,Vertical,DEVONIAN SYSTEM,,,19980930,804,0,100/08-13-045-07W4/00,19981008,TRI-CITY DRILLING INC.,,,,Abandoned,467,232.7,PRIMARY,,,,675.37,SPARKY MBR,,,,BWL,AB4,Medicine Hat,,,,20181103,,,19981003,696.1,,,,,,,,,,,,,,,,,0217781,1,,,,,,,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,DEVONIAN SYSTEM,,,19990303,747,0,1D0/03-17-045-06W4/02,19990314,TRI-CITY DRILLING INC.,,,,Abandoned,463.9,256.4,,,,,,,,,,BWL,AB4,Medicine Hat,,,,20210924,,,19990313,716.4,,,,,,,,,,,,,,,,,0217854,3,,,,,,,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WAINWRIGHT,DEVELOPMENT,Vertical,DEVONIAN SYSTEM,WAINWRIGHT COMMINGLED POOL 003,INJECTION,19990303,747,0,1D0/03-17-045-06W4/00,19990314,TRI-CITY DRILLING INC.,4,20050901,19990601,Abandoned Zone Water Injection,463.9,256.4,WATER FLOOD,Waterflood,700.5,696.5,,,279.2676,SPARKY Z,,BWL,AB4,Medicine Hat,0,10438.57,279.2676,20210924,44.4,1659.6,19990313,716.4,,3.41,157.36,,4.58,114.71,3.41,4.58,,0,14646.199,0,,3,4046,24,0217854,3,0,0,0,0,,92121.82,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
EVI,DEVELOPMENT,Vertical,SLAVE POINT FM,EVI SLAVE POINT H,,19981001,1610,0,100/03-28-086-13W5/02,19981007,,8,,19981201,Abandoned Crude Oil,380.84,203.6,PRIMARY,,1555,1547.5,,,1279.4738,SLAVE POINT H,,BWL,AB7,Athabasca/Peace River,0,4496.586,1264.252,20080503,201,714.9,19981002,581.1,2.13,26.58,103.44,0.96,13.74,48.88,26.95,13.91,,0,0,,223,6,16312,36,0218213,9,0,,2.5,88.28667,,0,921,1161,1238,1004,108,2017,2125,81,77,1266,1347,12105,317
ROYAL,DEEPER-POOLTEST,Vertical,NISKU FM,,,19981109,825,0,100/13-28-052-15W4/02,19981114,PRECISION DRILLING CORPORATION,,,,Abandoned,334.96,323.9,PRIMARY,,,,810,WINTERBURN GRP,,,YES,BWL,AB5,Lloydminster,,,,20060518,,,19981111,655.4,,,,,,,,,,,,,,,,,0218304,5,,,,,,,848,3,930,892,1463,5,1468,973,927,3,976,3057,82
ROYAL,DEEPER-POOLTEST,Vertical,NISKU FM,ROYAL SPARKY F,,19981109,825,0,100/13-28-052-15W4/00,19981114,PRECISION DRILLING CORPORATION,7,,20021201,Abandoned Zone Crude Oil,334.96,323.9,PRIMARY,,724,717,810,WINTERBURN GRP,5316.117,SPARKY F,YES,BWL,AB5,Lloydminster,0,29262.086,3791.498,20060518,602.8,4652.3,19981111,655.4,25.79,26.27,109.07,8.68,2.95,56.64,30.72,4.45,,0,0,,2,2,5302,30,0218304,5,0,,250.4,8842.793,,0,848,3,930,892,1463,5,1468,973,927,3,976,3057,82
WAYNE-ROSEDALE,OUTPOST,Vertical,MANNVILLE GRP,WAYNE-ROSEDALE BASAL COLORADO E,,19981219,1375,0,100/01-04-029-20W4/00,19990109,AKITA DRILLING LTD,2,,20230701,Pumping Crude Oil,505.4,310.2,PRIMARY,,1216.5,1214.5,1360.5,BANFF FM,139356.17,BASAL COLORADO E,,BWL,AB3,Calgary/Edmonton,0,777.4206,98894.695,,15723,123.6,19990106,810.5,41.54,257.54,0.05,7.83,2.76,0.07,264.7,4.11,,0,0,,237,1,8331,47,0218330,2,0,,6645.3,234676.56,,0,50929,3884,61414,55222,100206,7042,107248,62136,57530,4383,66519,405796,10485
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST COMMINGLED POOL 135,,19981117,987,0,100/04-13-034-06W4/00,19981120,ARTISAN CORPORATION,3,,20020901,Abandoned Zone Gas,365.3,404.2,PRIMARY,,937,934,979.34,STETTLER FM,82844.46,COLONY Z4Z,YES,BWL,AB3,Medicine Hat,0,199.38701,0,20061212,0,31.7,19981119,765.5,964.89,,0.22,2.76,,0.81,166.74,1.62,1.14,35.22294,0,,,,,,0218618,5,5.6,,13600.4,480293.6,0.38,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,,,19981117,987,0,100/04-13-034-06W4/02,19981120,ARTISAN CORPORATION,,,,Abandoned,365.3,404.2,PRIMARY,,,,979.34,STETTLER FM,,,YES,BWL,AB3,Medicine Hat,,,,20061212,,,19981119,765.5,,,,,,,,,,,,,,,,,0218618,5,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
THORHILD,DEVELOPMENT,Vertical,MANNVILLE GRP,,,19990216,800,0,100/08-07-060-21W4/04,19990219,TEMPCO DRILLING LTD,4,,20000901,Abandoned Zone Gas,428.2,226.6,PRIMARY,,698,694,769.91,GLAUCONITIC SS,280.6907,,YES,BWL,AB5,Athabasca/Peace River,0,125.79622,0,20150520,0,20,19990219,650.5,23.31,,1.3,8.41,,1.03,4.02,1.45,,0,0,,,,,,0221264,6,0,,46.1,1628.0061,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
THORHILD,DEVELOPMENT,Vertical,MANNVILLE GRP,THORHILD MANNVILLE LL,,19990216,800,0,100/08-07-060-21W4/00,19990219,TEMPCO DRILLING LTD,2,,19990601,Abandoned Zone Gas,428.2,226.6,PRIMARY,,772,770.5,769.91,GLAUCONITIC SS,6026.0215,MANNVILLE LL,YES,BWL,AB5,Athabasca/Peace River,0,682.44446,0,20150520,0,108.5,19990219,650.5,466.25,,50.28,350.27,,11.19,80.39,60.39,,0,0,,,,,,0221264,6,0,,989.7,34950.926,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
THORHILD,DEVELOPMENT,Vertical,MANNVILLE GRP,,,19990216,800,0,100/08-07-060-21W4/03,19990219,TEMPCO DRILLING LTD,6,,20000501,Abandoned Zone Gas,428.2,226.6,PRIMARY,,736,730,769.91,GLAUCONITIC SS,2288.7559,,YES,BWL,AB5,Athabasca/Peace River,0,84.912445,0,20150520,0,13.5,19990219,650.5,126.28,,0.61,100.69,,0.71,21.77,17.36,,0,0,,,,,,0221264,6,0,,375.9,13274.783,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
THORHILD,DEVELOPMENT,Vertical,MANNVILLE GRP,THORHILD MANNVILLE P2P,,19990216,800,0,100/08-07-060-21W4/02,19990219,TEMPCO DRILLING LTD,4,,20000101,Abandoned Zone Gas,428.2,226.6,PRIMARY,,754,750,769.91,GLAUCONITIC SS,5617.468,MANNVILLE P2P,YES,BWL,AB5,Athabasca/Peace River,0,136.48889,0,20150520,0,21.7,19990219,650.5,227.91,,0.64,77.54,,0.64,39.29,13.37,,0,0,,,,,,0221264,6,0,,922.6,32581.31,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
THORHILD,DEVELOPMENT,Vertical,MANNVILLE GRP,THORHILD MANNVILLE M2M,,19990216,800,0,100/08-07-060-21W4/05,19990219,TEMPCO DRILLING LTD,7,,20040901,Abandoned Zone Gas,428.2,226.6,PRIMARY,,642,635,769.91,GLAUCONITIC SS,17788.242,MANNVILLE M2M,YES,BWL,AB5,Athabasca/Peace River,0,264.17206,0,20150520,0,42,19990219,650.5,158.93,,0.21,32.28,,0.21,27.4,5.57,,0,0,,,,,,0221264,6,0,,2921.5,103171.8,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
THORHILD,DEVELOPMENT,Vertical,MANNVILLE GRP,THORHILD COMMINGLED POOL 004,,19990216,800,0,100/08-07-060-21W4/06,19990219,TEMPCO DRILLING LTD,4,,20090901,Abandoned Gas,428.2,226.6,PRIMARY,,480,476,769.91,GLAUCONITIC SS,8241.713,SECOND WHITE SPECKS A,YES,BWL,AB5,Athabasca/Peace River,0,562.93805,0,20150520,0,89.5,19990219,650.5,100.77,,1.77,11.13,,0.34,17.37,1.92,,0,0,,,,,,0221264,6,0,,1353.6,47801.934,,0,2063,,2173,2170,3320,,3320,2285,2173,,2285,4062,110
PROVOST,DEVELOPMENT,Vertical,JOLI FOU FM,PROVOST COMMINGLED MFP9515,,19990308,780,0,100/05-25-039-11W4/00,19990310,ARTISAN CORPORATION,5,,20051001,Abandoned Gas,388.75,303.9,PRIMARY,,755,750.5,750.38,PROVOST MBR,5163.7646,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,474.8807,0,20091112,0,75.5,19990309,690.1,43.81,,2.94,5.53,,1.92,9.21,3.65,2.7,511.3616,0,,,2,,,0221806,2,81.3,,764.1,26983.938,1.66,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,JOLI FOU FM,PROVOST VIKING M2M,,19990309,794,0,100/03-01-041-09W4/00,19990311,PIRATE DRILLING LTD,2,,20091001,Abandoned Gas,383,360.3,PRIMARY,,754.5,753,776.58,JOLI FOU FM,4093.2043,VIKING M2M,YES,BWL,AB4,Medicine Hat,0,42.770714,30.191092,20091112,4.8,6.8,19990311,740.2,85.81,115.92,116.08,56.96,0.49,0.7,130.71,10.31,,0,0,,,,,,0221812,1,0,,667.3,23565.477,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PEMBINA,DEEPER-POOLTEST,Vertical,BANFF FM,,,19990317,2052,0,102/10-35-049-08W5/00,19990328,CAYMAN VENTURES LTD.,,,,Abandoned,473.5,414.7,PRIMARY,,,,,,,,,BWL,AB5,Drayton Valley/Grande Prairie,,,,20111018,,,19990323,882.9,,,,,,,,,,,,,,,,,0221914,,,,,,,,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
BONANZA,DEEPER-POOLTEST,Vertical,DEBOLT FM,,,19990419,2220,0,100/05-36-082-12W6/00,19990506,BEAVER DRILLING LTD.,,,,Abandoned,266.1,342.2,PRIMARY,,,,,,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,19990616,,,19990503,603.1,,,,,,,,,,,,,,,,,0221971,3,,,,,,,9922,594,10596,10828,14138,1114,15252,10894,10002,661,11555,25881,674
GEORGE,DEVELOPMENT,Horizontal,GOLATA FM,,,19990318,1572,1396.51,100/09-10-082-04W6/00,19990419,PRECISION DRILLING CORPORATION,,,,Abandoned & Whipstocked,363.73,260.4,PRIMARY,,,,,,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20090212,,,19990329,620.6,,,,,,,,,,,,,,,,,0221986,,,,,,,,6680,161,7006,7089,8782,275,9057,7268,6845,171,7439,12703,326
GEORGE,DEVELOPMENT,Horizontal,GOLATA FM,GEORGE KISKATINAW H,,19990318,1815,1392.09,100/09-10-082-04W6/03,19990419,PRECISION DRILLING CORPORATION,152,,20040901,Abandoned Gas,363.73,260.4,PRIMARY,,1815,1662.9,,,274268.66,KISKATINAW H,,BWL,AB7,Drayton Valley/Grande Prairie,0,1383.7584,0,20090212,0,220,19990418,620.6,2440.34,,1.36,5.87,,0.51,422.8,3.64,2.63,162.9061,0,,,,,,0221986,,25.9,,45018.5,1589813.4,2.05,0,6680,161,7006,7089,8782,275,9057,7268,6845,171,7439,12703,326
GEORGE,DEVELOPMENT,Horizontal,GOLATA FM,,,19990318,1820,1391.26,100/09-10-082-04W6/02,19990419,PRECISION DRILLING CORPORATION,,,,Abandoned & Whipstocked,363.73,260.4,PRIMARY,,,,,,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20090212,,,19990411,620.6,,,,,,,,,,,,,,,,,0221986,,,,,,,,6680,161,7006,7089,8782,275,9057,7268,6845,171,7439,12703,326
MANYBERRIES,DEVELOPMENT,Deviated,SWIFT FM,MANYBERRIES SUNBURST Q,INJECTION,19990517,1161,1114.4,102/08-28-005-05W4/00,19990522,ARTISAN CORPORATION,6,20180901,,Abandoned Zone Water Injection,477.59,510.1,WATER FLOOD,Waterflood,1119,1113,854,BOW ISLAND FM,0,SUNBURST Q,YES,BWL,AB3,Medicine Hat,0,0,0,20201119,0,0,19990520,984.5,,,,,,,,,,0,69325.6,0,,2,8568,33,0222728,7,0,0,0,0,,436044.9,2241,599,2388,2432,2405,1783,4188,1905,1789,687,2592,5580,147
MANYBERRIES,DEVELOPMENT,Deviated,SWIFT FM,,,19990517,1161,1114.4,102/08-28-005-05W4/02,19990522,ARTISAN CORPORATION,12,,,Abandoned Gas,477.59,510.1,PRIMARY,,735,723,854,BOW ISLAND FM,,,YES,BWL,AB3,Medicine Hat,,,,20201119,,,19990520,984.5,,,,,,,,,,,,,,,,,0222728,7,,,,,,,2241,599,2388,2432,2405,1783,4188,1905,1789,687,2592,5580,147
MANYBERRIES,DEVELOPMENT,Deviated,SWIFT FM,MANYBERRIES SUNBURST Q,,19990522,1149,1116.65,102/01-28-005-05W4/00,19990526,ARTISAN CORPORATION,21,,20090701,Abandoned Crude Oil,477.59,510.2,WATER FLOOD,Waterflood,1120,1099,,,53241.52,SUNBURST Q,YES,BWL,AB3,Medicine Hat,0,483507.2,48103.844,20201119,7647.9,76871.5,19990525,984.6,29.36,82.3,75.9,1.23,1.13,61.24,87.36,1.34,,0,0,,,2,8568,33,0222729,5,0,,843.8,29798.516,,0,2241,599,2388,2432,2405,1783,4188,1905,1789,687,2592,5580,147
BRUCE,DEEPER-POOLTEST,Vertical,PALEOZOIC ERA,BRUCE LOWER MANNVILLE CC,,19990524,914,0,102/03-30-047-14W4/00,19990527,PRECISION DRILLING CORPORATION,1,,19991101,Abandoned Gas,377.1,323.6,PRIMARY,,886.8,886,892,WABAMUN GRP,13091.999,LOWER MANNVILLE CC,,BWL,AB5,Medicine Hat,0,2547.3733,0,20051006,0,405,19990526,696.9,571.99,,46.12,388.03,,27.99,98.62,66.9,,0,0,,,,,,0222731,2,0,,2150.2,75933.59,,0,12698,20,13356,13385,25235,32,25267,14045,13336,21,14066,24411,658
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST LLOYDMINSTER O,,19990630,862,0,103/04-06-040-02W4/00,19990703,PRECISION DRILLING CORPORATION,1,,20060301,Abandoned Crude Oil,374.4,322.1,WATER FLOOD,Waterflood,786.5,786,,,30619.123,LLOYDMINSTER O,,BWL,AB4,Medicine Hat,0,2606327.8,29809.93,20210620,4739.4,414373,19990702,692.9,2.45,11.71,95.95,2,4.79,691.2,12.13,5.13,,0,0,,,5,5289,29,0223556,1,0,,132.9,4693.3193,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
MCGREGOR,NEW POOL WILDCAT,Vertical,MISSISSIPPIAN SYSTEM,,,19990710,1493,0,100/08-05-018-20W4/00,19990716,EXCALIBUR DRILLING LTD,,,,Abandoned,468.23,507.3,PRIMARY,,,,664.28,MILK RIVER FM,,,,BWL,AB3,Calgary/Edmonton,,,,19990727,,,19990715,971.9,,,,,,,,,,,,,,,,,0223869,,,,,,,,407,,409,496,890,,890,498,409,,498,73,2
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST LLOYDMINSTER S3S,,19990714,861,0,102/05-31-039-02W4/00,19990723,PRECISION DRILLING CORPORATION,1,,20020501,Abandoned Crude Oil,352.9,342.7,WATER FLOOD,Waterflood,788.5,787.5,799,DINA MBR,12678.371,LLOYDMINSTER S3S,,BWL,AB4,Medicine Hat,0,84045.71,12678.371,20210620,2015.7,13362.2,19990722,691.7,,35.9,40.48,,2.49,17.03,35.9,2.49,,0,0,,78,2,3548,28,0223945,1,0,,0,0,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
WAINWRIGHT,NEW POOL WILDCAT,Vertical,DEVONIAN SYSTEM,,,19990707,681,0,100/07-06-046-05W4/00,19990709,TRI-CITY DRILLING INC.,,,,Abandoned,480.6,189.1,PRIMARY,,,,,,,,,BWL,AB4,Medicine Hat,,,,20210816,,,19990709,665.6,,,,,,,,,,,,,,,,,0224250,2,,,,,,,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
WILDMERE,OUTPOST,Vertical,MANNVILLE GRP,,,19990818,710,0,100/08-02-047-06W4/00,19990821,TRI-CITY DRILLING INC.,,,,Abandoned,486.6,193.9,PRIMARY,,,,,,,,,BWL,AB4,Medicine Hat,,,,20211014,,,19990820,676,,,,,,,,,,,,,,,,,0224770,2,,,,,,,7702,1705,8539,8106,10258,3751,14009,7187,6834,1790,8977,30349,837
